source_index,feature_id,height_m,center_x_m,center_y_m,min_x_m,min_y_m,max_x_m,max_y_m,highlighted
754,504437,12.72,1482.92304705,-8994.76847497,1476.93909449,-8998.81302944,1488.90699961,-8990.7239205,false
755,504439,11.96,1413.50285011,-8954.75782216,1408.12341038,-8962.02133643,1418.88228983,-8947.49430788,false
756,504440,13.84,1445.03302746,-8958.95988994,1439.027616,-8965.96559182,1451.03843893,-8951.95418805,false
757,504441,11.32,1473.0976448,-8955.5123468,1468.16386866,-8961.68273597,1478.03142093,-8949.34195764,false
758,504442,10.28,1289.22026913,-8953.91678715,1283.98977819,-8958.5365331,1294.45076008,-8949.2970412,false
759,504443,11.15,1316.72910603,-8955.78654719,1312.78982903,-8963.8896015,1320.66838304,-8947.68349288,false
760,504445,10.39,1382.60473839,-8959.09582177,1378.29298686,-8968.96397518,1386.91648992,-8949.22766836,false
761,504447,10.23,1673.12996304,-8858.96143352,1669.50889067,-8866.4549768,1676.75103541,-8851.46789025,false
762,504448,11.31,1681.56356453,-8877.2677194,1678.4595321,-8882.05072801,1684.66759696,-8872.48471079,false
763,504452,11.11,1685.72218597,-8815.0842445,1681.4381677,-8822.99044037,1690.00620424,-8807.17804862,false
764,504453,12.47,1694.87799704,-8809.26811561,1690.01431464,-8821.2161212,1699.74167944,-8797.32011002,false
765,504454,16.67,1711.45769086,-8817.80078761,1701.41445037,-8826.22157061,1721.50093135,-8809.38000461,false
766,504455,13.98,1731.10565129,-8803.37020678,1723.57370154,-8809.82362922,1738.63760104,-8796.91678434,false
767,504456,13.55,1709.37425169,-8797.63186285,1701.6520979,-8805.84575011,1717.09640549,-8789.41797559,false
768,504457,9.06,1693.50936298,-8784.40374664,1686.62435128,-8789.91810495,1700.39437468,-8778.88938833,false
769,504458,10.76,1678.99306858,-8782.42070071,1672.87196048,-8789.87834855,1685.11417668,-8774.96305288,false
770,504459,10.24,1624.63003911,-8807.0988028,1618.70570996,-8811.05614578,1630.55436827,-8803.14145982,false
771,504461,12.02,1462.0450012,-8764.06492609,1456.66045737,-8771.2004196,1467.42954504,-8756.92943257,false
772,504462,12.81,1536.41182734,-8763.97856571,1530.94420313,-8770.37243806,1541.87945155,-8757.58469335,false
773,504463,12.34,1552.38232091,-8763.58503905,1546.80365331,-8768.78873009,1557.96098851,-8758.38134802,false
774,504468,10.91,1525.7036913,-8810.85385305,1522.92311718,-8822.19048415,1528.48426543,-8799.51722195,false
775,504469,10.79,1533.3250403,-8810.54609884,1530.48673219,-8821.62530315,1536.16334841,-8799.46689453,false
776,504470,10.88,1540.97531147,-8810.63706985,1538.22278286,-8821.91100085,1543.72784008,-8799.36313884,false
777,504471,11.46,1475.31340628,-8817.46390015,1470.91024474,-8822.79972164,1479.71656782,-8812.12807866,false
778,504472,13.08,1459.5786964,-8815.46490635,1453.40043197,-8823.58427052,1465.75696082,-8807.34554219,false
779,504473,14.63,1418.40358888,-8765.43781683,1410.70073078,-8772.66806505,1426.10644699,-8758.20756861,false
780,504474,9.85,1432.5386074,-8778.93077555,1428.43276221,-8784.12891487,1436.64445259,-8773.73263624,false
781,504476,10.26,1277.78245521,-8766.65424327,1273.52591992,-8774.32434873,1282.03899051,-8758.98413782,false
782,504477,13.68,1254.30744905,-8773.29268612,1249.51616079,-8781.84367678,1259.09873731,-8764.74169546,false
783,504478,11.08,1242.88544963,-8765.89207124,1238.23055628,-8772.45111441,1247.54034297,-8759.33302807,false
784,504481,12.51,1151.49520685,-8803.71391363,1145.73067549,-8808.92621177,1157.25973821,-8798.5016155,false
785,504482,12.56,1108.58299515,-8773.37109911,1105.72177079,-8783.71582746,1111.44421952,-8763.02637075,false
786,504483,12.32,1116.18390224,-8773.42270535,1113.30046787,-8783.69456222,1119.0673366,-8763.15084848,false
787,504484,11.65,1023.15499597,-8765.76818291,1014.66000433,-8772.74381666,1031.64998761,-8758.79254916,false
788,504485,10.82,1044.47112769,-8726.15570099,1038.10558394,-8731.79214991,1050.83667144,-8720.51925208,false
789,504487,10.74,1522.54231722,-8762.97121125,1516.66318617,-8769.19906384,1528.42144826,-8756.74335865,false
790,504488,13.93,966.75421068,-8091.55605873,955.64262232,-8100.44214794,977.86579904,-8082.66996952,false
791,504489,15.26,781.18037575,-8200.63933455,772.79122262,-8215.73593182,789.56952887,-8185.54273728,false
792,504490,10.73,814.96826494,-8278.43565098,808.32423101,-8283.47420706,821.61229887,-8273.39709489,false
793,504491,15.2,746.74090533,-8329.28280133,738.43978282,-8339.42665065,755.04202784,-8319.13895202,false
794,504492,11.59,842.51611385,-8369.50264374,836.99175226,-8375.72787817,848.04047543,-8363.27740932,false
795,504493,15.36,703.45610849,-8494.22553602,697.67279712,-8505.45331309,709.23941987,-8482.99775894,false
796,504497,16.02,767.84800709,-8548.30915523,756.60143437,-8554.84011644,779.09457982,-8541.77819401,false
797,504498,19.95,764.87257392,-8495.51143393,742.00222525,-8512.99667521,787.74292259,-8478.02619265,false
798,504499,9.39,739.21930423,-8484.77701993,736.64288108,-8491.62172235,741.79572737,-8477.93231751,false
799,504500,9.61,736.46506988,-8509.31675902,731.19128867,-8512.83013508,741.7388511,-8505.80338296,false
800,504501,11.93,816.36804705,-8665.35034457,814.03430863,-8674.82142551,818.70178547,-8655.87926362,false
801,504503,13.4,629.11909096,-8177.2955325,607.15330112,-8193.21261415,651.0848808,-8161.37845085,false
802,504504,17.05,685.17746414,-8186.77850904,662.2503484,-8205.75932639,708.10457988,-8167.79769168,false
803,504504,17.06,685.17746414,-8186.77850904,662.2503484,-8205.75932639,708.10457988,-8167.79769168,false
804,504506,11.49,845.59572265,-8499.73089692,840.79050058,-8507.60320216,850.40094472,-8491.85859169,false
805,504507,12.98,775.53977519,-8539.71663038,765.20801855,-8542.7023561,785.87153184,-8536.73090467,false
806,504508,11.7,813.53607806,-8210.57728186,809.04257328,-8215.93871897,818.02958284,-8205.21584474,false
807,504511,13.5,148.52997813,-7439.21839893,141.7847232,-7442.35395851,155.27523306,-7436.08283936,false
808,504513,15.51,536.55429223,-8023.70938574,526.89772319,-8032.6237875,546.21086127,-8014.79498398,false
809,504515,13.01,397.07668457,-7940.22346127,389.04647454,-7952.65888125,405.1068946,-7927.78804128,false
810,504516,11.53,733.62208303,-7852.80817973,723.88199576,-7861.80400707,743.3621703,-7843.81235239,false
811,504517,9.73,662.81772101,-7815.77187882,649.81000587,-7825.12592417,675.82543615,-7806.41783348,false
812,504517,11.81,662.81772101,-7815.77187882,649.81000587,-7825.12592417,675.82543615,-7806.41783348,false
813,504521,11.62,253.33981132,-7689.65883931,192.20984877,-7744.04743931,314.46977387,-7635.2702393,false
814,504529,11.69,751.7079101,-7877.46751819,743.56226792,-7885.23897867,759.85355229,-7869.69605771,false
815,504532,10.25,625.9102869,-7953.75910801,608.88878165,-7984.4205849,642.93179215,-7923.09763113,false
816,504532,10.25,625.9102869,-7953.75910801,608.88878165,-7984.4205849,642.93179215,-7923.09763113,false
817,504545,13.51,386.7735613,-7801.23823455,380.21514108,-7810.89486364,393.33198152,-7791.58160546,false
818,504554,10.74,976.51984066,-8922.88638509,966.0682622,-8926.99470273,986.97141913,-8918.77806744,false
819,504555,11.3,1810.6402575,-8867.49849807,1804.71456693,-8871.54334761,1816.56594807,-8863.45364853,false
820,504556,12.88,191.58629462,-7479.54521736,149.81142242,-7525.98490229,233.36116682,-7433.10553242,false
821,504561,13.35,857.06366586,-8130.52971421,854.47900617,-8140.1463938,859.64832555,-8120.91303461,false
822,504564,15.61,1243.25978744,-9240.32704272,1237.14371112,-9247.89476637,1249.37586376,-9232.75931907,false
823,504565,13.19,1092.45643149,-8956.51160204,1087.41431642,-8965.03140129,1097.49854656,-8947.99180279,false
824,504566,12.06,1109.61577384,-8917.23482883,1105.50640048,-8921.92379057,1113.7251472,-8912.54586708,false
825,504568,10.34,1258.02721922,-8908.10285026,1254.19936049,-8916.99030823,1261.85507794,-8899.21539229,false
826,504574,13.9,1337.90054382,-8858.80621287,1333.18897038,-8865.03013769,1342.61211726,-8852.58228805,false
827,504575,13.86,1558.4183503,-8954.83252026,1552.86186582,-8962.15868476,1563.97483479,-8947.50635576,false
828,504576,12.35,1475.53072603,-8913.58027844,1470.89890889,-8920.94189947,1480.16254316,-8906.21865741,false
829,504577,11.39,1519.17085871,-8909.82271724,1514.24489047,-8919.85964416,1524.09682695,-8899.78579032,false
830,504578,8.89,1525.82767845,-8900.64079115,1522.16546286,-8907.83796015,1529.48989405,-8893.44362214,false
831,504579,11.7,1491.60765718,-8912.88958299,1486.95987699,-8919.45521483,1496.25543736,-8906.32395115,false
832,504580,10.59,1505.48147793,-8913.30390977,1500.9250068,-8920.26182462,1510.03794905,-8906.34599493,false
833,504581,12.64,1482.66971764,-8861.45630884,1477.45128463,-8869.8832449,1487.88815066,-8853.02937278,false
834,504582,12.88,1512.69389622,-8855.97244665,1507.18457947,-8861.18678172,1518.20321297,-8850.75811158,false
835,504584,12.31,1216.48452408,-8769.03044777,1210.47986255,-8779.55723745,1222.4891856,-8758.50365809,false
836,504585,14.14,1313.33662108,-8806.56216554,1308.36499118,-8812.7423866,1318.30825098,-8800.38194448,false
837,504588,11.56,1095.97403487,-8632.31225587,1091.57064251,-8639.91761342,1100.37742723,-8624.70689831,false
838,504597,10.46,905.36253603,-8370.9963435,901.42467021,-8377.81325504,909.30040184,-8364.17943197,false
839,504598,12.32,1225.25084219,-8407.56694535,1212.64099365,-8412.77378512,1237.86069073,-8402.36010558,false
840,504603,12.56,1365.94351713,-8819.08111908,1359.72615946,-8828.08641305,1372.16087481,-8810.07582511,false
841,505763,11.1,864.13152012,-9472.16309892,859.8987907,-9479.37176351,868.36424953,-9464.95443432,false
842,505764,13.53,870.59103045,-9393.70847783,856.23646431,-9411.36642742,884.9455966,-9376.05052824,false
843,505765,13.2,963.70976831,-9514.19845479,954.13808452,-9520.46463592,973.2814521,-9507.93227367,false
844,505878,15.3,277.95042329,-9073.01424212,271.88714267,-9078.12473933,284.01370392,-9067.90374491,false
845,505879,15.35,273.7333057,-9083.43483098,264.16549196,-9086.71431034,283.30111944,-9080.15535161,false
846,505880,14.81,274.45341388,-9091.43109678,265.52141313,-9094.65377114,283.38541463,-9088.20842241,false
847,505881,14.61,275.26486666,-9099.48949928,266.68962921,-9102.7541116,283.84010411,-9096.22488697,false
848,505882,14.1,275.76312615,-9111.19021285,269.52783589,-9117.83742572,281.99841641,-9104.54299998,false
849,505883,14.11,275.68564635,-9126.4394397,269.90664466,-9133.25478604,281.46464804,-9119.62409335,false
850,505885,13.14,305.06670178,-9098.76756876,295.56507183,-9101.95224636,314.56833173,-9095.58289116,false
851,505886,14.73,305.46316194,-9107.17655703,297.23327242,-9110.90388995,313.69305146,-9103.44922412,false
852,505887,11.87,304.70432402,-9083.53438278,294.80941741,-9086.72560957,314.59923062,-9080.34315598,false
853,505888,12.03,304.46850066,-9075.75098178,294.54237579,-9078.80279037,314.39462553,-9072.69917318,false
854,505889,10.26,304.23914185,-9068.04039261,294.2992916,-9071.10416919,314.1789921,-9064.97661604,false
855,505890,11.37,356.49264976,-9072.83650848,346.22263749,-9077.48129323,366.76266203,-9068.19172373,false
856,505891,11.53,355.65068183,-9097.25324237,344.88328149,-9100.36139303,366.41808216,-9094.14509172,false
857,505892,9.9,355.72785506,-9104.83940565,345.48178515,-9107.91283093,365.97392497,-9101.76598037,false
858,505893,12.87,349.49197704,-9118.70425409,343.73655471,-9124.470559,355.24739937,-9112.93794919,false
859,505894,12.34,350.96495437,-9149.26453021,344.92009505,-9154.87085107,357.00981369,-9143.65820934,false
860,505898,13.11,391.67292001,-9089.59976247,386.77872142,-9094.68551721,396.5671186,-9084.51400772,false
861,505899,11.58,433.79336311,-9064.10718867,423.74277774,-9067.28470904,443.84394848,-9060.92966829,false
862,505901,10.7,434.34953775,-9087.13554936,424.58908829,-9090.3539982,444.10998722,-9083.91710052,false
863,505902,12.59,434.66651877,-9094.73787618,424.93875539,-9097.87505054,444.39428216,-9091.60070183,false
864,505903,12.57,435.13719705,-9102.52857689,425.10260859,-9105.84075737,445.1717855,-9099.21639642,false
865,505904,12.28,435.1614197,-9110.10793645,425.370406,-9113.22013444,444.95243341,-9106.99573846,false
866,505905,12.49,435.74492631,-9117.93758622,425.77582319,-9121.04858419,445.71402944,-9114.82658826,false
867,505906,11.89,465.22170372,-9093.85513268,454.47069143,-9097.00968835,475.972716,-9090.70057701,false
868,505907,11.94,466.64181819,-9109.09773252,456.78555579,-9112.17981568,476.4980806,-9106.01564937,false
869,505908,11.86,465.5984202,-9101.4453141,454.93201491,-9104.54681901,476.26482549,-9098.34380919,false
870,505909,12.53,465.52827397,-9086.13602338,455.47121214,-9089.23941157,475.58533579,-9083.0326352,false
871,505910,11.89,464.87820326,-9174.58480957,453.19100233,-9183.26417807,476.5654042,-9165.90544107,false
872,505912,14.66,429.87890663,-9199.89562643,425.25922083,-9207.04454875,434.49859244,-9192.74670411,false
873,505914,13.62,454.19160611,-9230.90048229,449.08449586,-9238.40183503,459.29871636,-9223.39912954,false
874,505915,11.85,445.97542667,-9268.23084943,437.99423328,-9273.65598034,453.95662006,-9262.80571852,false
875,505916,11.58,474.67801997,-9282.75230353,470.4653442,-9288.07896333,478.89069574,-9277.42564373,false
876,505917,12.94,472.26388369,-9269.09541165,464.22275431,-9274.1797769,480.30501307,-9264.01104641,false
877,505918,10.6,436.68086123,-9300.18279776,432.08040827,-9306.65149131,441.28131419,-9293.71410421,false
878,505920,11.08,438.96434964,-9387.06067871,431.88700825,-9391.40822703,446.04169104,-9382.7131304,false
879,505921,12.83,477.01506552,-9359.30467584,470.01508677,-9367.11426388,484.01504428,-9351.49508779,false
880,505922,11.89,477.76930626,-9379.10393205,470.96309553,-9386.87184693,484.57551699,-9371.33601717,false
881,505923,12.05,442.03513763,-9443.67620546,432.85696419,-9450.32116218,451.21331107,-9437.03124875,false
882,505933,13.42,522.77393983,-9066.93515666,515.55821948,-9074.25020534,529.98966019,-9059.62010798,false
883,505934,14.8,538.86320426,-9066.65225252,532.35260256,-9073.90533434,545.37380597,-9059.39917071,false
884,505935,10.61,557.81449651,-9066.80187956,548.38616604,-9072.34094203,567.24282699,-9061.2628171,false
885,505939,12.12,580.49338148,-9123.41619045,574.28775362,-9130.69749035,586.69900934,-9116.13489054,false
886,505940,11.87,513.99421375,-9184.01169816,508.7510187,-9191.00282677,519.23740881,-9177.02056956,false
887,505941,11.19,516.58031999,-9203.41387706,509.53260936,-9212.83473468,523.62803062,-9193.99301944,false
888,505942,12.78,529.41473456,-9202.01220538,524.9687486,-9209.13820635,533.86072053,-9194.88620441,false
889,505945,13.63,581.09955802,-9198.91498577,576.70024861,-9204.43248306,585.49886744,-9193.39748848,false
890,505946,12.88,562.21709727,-9244.84264139,551.89129463,-9250.39968373,572.54289992,-9239.28559905,false
891,505948,13.59,581.31425193,-9243.85320415,573.5980409,-9251.28739796,589.03046296,-9236.41901033,false
892,505949,11.29,579.06248332,-9288.99137373,571.6181976,-9302.24830653,586.50676905,-9275.73444094,false
893,505960,11.63,691.29011676,-9057.13025775,688.23337515,-9066.10182296,694.34685836,-9048.15869255,false
894,505961,12.27,711.73491147,-9052.3084184,707.26368439,-9058.57840404,716.20613856,-9046.03843276,false
895,505965,12.56,654.6599566,-9148.26987282,649.08941695,-9154.96151703,660.23049625,-9141.57822861,false
896,505966,12.34,690.44726233,-9151.15869349,684.02245699,-9162.43471265,696.87206766,-9139.88267432,false
897,505971,10.75,610.94320597,-9239.24130085,607.00933222,-9243.09640178,614.87707973,-9235.38619993,false
898,505972,11.56,630.6651875,-9242.31147775,625.9497685,-9251.94214935,635.3806065,-9232.68080616,false
899,505973,12.42,646.70121719,-9243.41711689,642.08097282,-9253.34096237,651.32146155,-9233.49327141,false
900,505974,10.84,773.70430531,-9291.10773636,764.48845572,-9297.09385661,782.9201549,-9285.12161611,false
901,505976,10.74,733.05144804,-9292.97639049,726.95609494,-9300.40209954,739.14680115,-9285.55068144,false
902,505978,10.23,711.00261058,-9296.62255389,703.47890028,-9302.38638775,718.52632088,-9290.85872003,false
903,505979,11.81,690.51774095,-9289.16179732,687.72199428,-9298.05500959,693.31348762,-9280.26858505,false
904,505980,11.52,679.70159972,-9289.08809059,673.71570978,-9296.76399148,685.68748965,-9281.4121897,false
905,505984,14.44,842.89963164,-9107.03551584,837.04424034,-9112.86756409,848.75502293,-9101.2034676,false
906,505985,14.11,856.12118144,-9103.86718276,851.3689939,-9112.01868161,860.87336898,-9095.71568391,false
907,505988,14.21,810.4095798,-9242.33168372,805.96956131,-9249.6134895,814.84959829,-9235.04987793,false
908,505989,14.42,841.50837591,-9244.85727819,836.2499191,-9254.30690808,846.76683273,-9235.4076483,false
909,505990,12.43,855.19946047,-9259.31817921,850.24094266,-9264.04236199,860.15797828,-9254.59399642,false
910,505991,10.36,828.00367153,-9298.09316259,824.01203815,-9302.61805146,831.99530491,-9293.56827372,false
911,505992,11.96,843.65312726,-9292.03689719,838.57324421,-9302.12045995,848.73301031,-9281.95333443,false
912,505994,12.15,800.39887028,-9326.38560274,795.46010379,-9332.68078335,805.33763678,-9320.09042214,false
913,505995,14.89,827.05328597,-9322.17936144,815.84268188,-9330.27993309,838.26389006,-9314.0787898,false
914,505997,15.02,867.04266255,-9324.68642652,858.0763449,-9330.64963135,876.0089802,-9318.72322169,false
915,505998,13.69,867.18342077,-9339.17770846,858.21778292,-9345.2635008,876.14905861,-9333.09191612,false
916,505999,14.62,867.45732753,-9353.9873069,858.54312674,-9359.82112942,876.37152832,-9348.15348438,false
917,506000,14.45,867.58991162,-9368.64519569,858.63802107,-9374.77264443,876.54180217,-9362.51774695,false
918,506001,12.26,870.17006553,-9452.19595405,862.82490945,-9460.92557807,877.51522162,-9443.46633003,false
919,506002,15.62,867.80856363,-9514.88454346,859.59193335,-9520.15608692,876.02519391,-9509.613,false
920,506003,16.16,869.68949642,-9577.04940062,860.95354134,-9583.81060123,878.42545149,-9570.2882,false
921,506004,15.8,869.91505216,-9593.52263212,861.00352238,-9599.64920962,878.82658193,-9587.39605461,false
922,506005,11.96,870.05328252,-9607.31304376,861.16692362,-9613.22220219,878.93964142,-9601.40388534,false
923,506006,14.55,870.22091134,-9624.90326527,861.24139219,-9630.99511502,879.20043049,-9618.81141553,false
924,506007,15.26,871.7557205,-9680.1225044,863.61060487,-9688.32132982,879.90083612,-9671.92367897,false
925,506008,16.13,870.89148828,-9700.234887,861.8992764,-9706.16124398,879.88370016,-9694.30853002,false
926,506009,14.61,826.41416469,-9702.34604076,815.36420514,-9706.73863386,837.46412423,-9697.95344766,false
927,506010,14.2,800.94084187,-9694.51124324,789.84386083,-9698.76714745,812.0378229,-9690.25533903,false
928,506013,14.96,802.49566987,-9653.38037945,794.78539524,-9659.05281093,810.20594449,-9647.70794797,false
929,506015,15.13,829.42395794,-9639.96984595,821.61941459,-9645.47973241,837.22850129,-9634.4599595,false
930,506016,13.97,829.62326393,-9658.18015981,821.86358953,-9663.59945404,837.38293834,-9652.76086558,false
931,506017,13.64,828.41384792,-9681.56668154,819.33438073,-9687.08738765,837.49331511,-9676.04597542,false
932,506019,10.88,798.59914657,-9600.40909958,784.52544521,-9605.95251842,812.67284792,-9594.86568073,false
933,506020,13.79,826.56168568,-9558.57064632,818.03103814,-9563.67680399,835.09233322,-9553.46448865,false
934,506022,14.08,785.43370357,-9546.66346754,780.98832903,-9555.0439794,789.87907811,-9538.28295568,false
935,506023,14.05,796.43071878,-9546.60895611,791.54040805,-9555.06604394,801.32102952,-9538.15186828,false
936,506024,13.68,826.11134269,-9532.93886481,817.63773286,-9537.8671182,834.58495252,-9528.01061142,false
937,506025,14.02,826.08693034,-9519.69628009,817.09123956,-9525.70442572,835.08262111,-9513.68813445,false
938,506026,14.85,825.92343617,-9504.44652117,816.93026454,-9510.49281753,834.9166078,-9498.40022481,false
939,506027,14.66,825.83026198,-9490.42852403,816.87616832,-9496.33361951,834.78435565,-9484.52342855,false
940,506028,14.35,825.7761431,-9475.06029521,816.71813932,-9481.16075472,834.83414688,-9468.9598357,false
941,506029,14.46,825.56560032,-9461.13267017,816.63904966,-9467.07699699,834.49215097,-9455.18834334,false
942,506031,14.18,825.7267418,-9431.87559072,817.56529215,-9437.61280237,833.88819145,-9426.13837907,false
943,506032,13.78,825.05573956,-9414.94529345,816.35330334,-9420.66755109,833.75817577,-9409.22303582,false
944,506033,13.78,825.39678224,-9401.54002781,816.77026603,-9407.52450045,834.02329845,-9395.55555517,false
945,506034,13.64,826.33349707,-9384.54077095,818.05372174,-9390.39965209,834.6132724,-9378.68188981,false
946,506037,13.59,794.62040201,-9416.73837726,786.29727532,-9423.93619739,802.94352871,-9409.54055714,false
947,506038,13.78,794.8306336,-9432.15373624,786.63426656,-9437.86888843,803.02700064,-9426.43858405,false
948,506040,14.44,795.3675945,-9461.44177274,786.39064174,-9467.33665214,804.34454726,-9455.54689334,false
949,506041,14.38,795.08861322,-9475.31551762,786.15111576,-9481.34379767,804.02611068,-9469.28723757,false
950,506042,13.92,795.18196137,-9490.78280812,786.23046112,-9496.6955702,804.13346161,-9484.87004603,false
951,506044,14.26,795.30519281,-9504.71706782,786.32413346,-9510.72734482,804.28625217,-9498.70679083,false
952,506045,14.03,795.3869674,-9520.43790602,786.40802734,-9526.44420518,804.36590747,-9514.43160687,false
953,506054,13.16,361.85552735,-9305.94323472,351.97420948,-9308.9476109,371.73684523,-9302.93885854,false
954,506055,12.68,362.0922025,-9313.55752887,352.18848899,-9316.64760188,371.99591602,-9310.46745586,false
955,506056,13.35,361.94193828,-9321.16811209,352.4476599,-9324.16389993,371.43621666,-9318.17232425,false
956,506059,11.49,396.97047265,-9418.88306839,387.5370548,-9422.09831992,406.4038905,-9415.66781686,false
957,506063,14.03,888.25517834,-9102.63030567,883.88323993,-9112.32246098,892.62711675,-9092.93815036,false
958,506064,15.1,917.93831405,-9164.95968475,896.92249828,-9189.43033058,938.95412982,-9140.48903892,false
959,506065,10.61,932.98812059,-9294.16496079,928.98964541,-9301.178863,936.98659578,-9287.15105858,false
960,506066,10.9,942.02409309,-9295.1038402,938.169523,-9300.87515148,945.87866318,-9289.33252892,false
961,506067,10.93,951.31486088,-9295.24576432,947.22322898,-9300.68129831,955.40649279,-9289.81023033,false
962,506069,10.79,963.92894367,-9290.86665578,959.47132318,-9298.94345404,968.38656415,-9282.78985752,false
963,506070,12.9,978.46921905,-9293.31824828,972.89485168,-9299.18754995,984.04358643,-9287.4489466,false
964,506080,12.77,961.5605093,-9430.47075893,955.80205288,-9435.80778535,967.31896572,-9425.13373251,false
965,506081,10.37,963.33545901,-9408.5825905,955.98246719,-9413.69186074,970.68845083,-9403.47332026,false
966,506083,11.03,964.49187518,-9539.99867179,957.48490738,-9544.72743671,971.49884298,-9535.26990687,false
967,506084,15.26,930.28586265,-9543.59237667,922.91402623,-9550.72547409,937.65769907,-9536.45927926,false
968,506085,16,899.86896436,-9575.07326092,890.99726692,-9581.74146721,908.7406618,-9568.40505464,false
969,506086,13.27,900.08292388,-9592.95310161,891.19847922,-9599.08204905,908.96736854,-9586.82415416,false
970,506088,17.25,901.22815561,-9678.72530222,893.82219526,-9686.85111769,908.63411596,-9670.59948675,false
971,506089,18.5,901.44213767,-9697.74091713,893.86722119,-9706.03967443,909.01705415,-9689.44215984,false
972,506091,13.74,1055.06799066,-9631.18298879,1026.41163062,-9678.35416325,1083.7243507,-9584.01181433,false
973,506094,11.44,1251.67083112,-9651.3830031,1231.3761431,-9686.11490783,1271.96551913,-9616.65109836,false
974,506095,10.64,1155.99032006,-9567.23047324,1148.10144805,-9571.26811406,1163.87919207,-9563.19283241,false
975,506096,13.56,1120.48593752,-9541.76124746,1096.15460209,-9574.16241743,1144.81727296,-9509.3600775,false
976,506099,13.97,1128.02050633,-9331.20118274,1121.29490649,-9337.8979682,1134.74610617,-9324.50439729,false
977,506101,12.5,1042.43423103,-9401.63427502,1034.17006477,-9407.92375187,1050.6983973,-9395.34479818,false
978,506108,9.92,1081.20600157,-9296.40435022,1076.49271059,-9300.96893388,1085.91929256,-9291.83976655,false
979,506109,12.03,1034.06300296,-9296.18426193,1028.93706026,-9301.78859029,1039.18894566,-9290.57993358,false
980,506111,13.35,1024.77879098,-9244.7517545,1021.25631325,-9255.16394162,1028.30126871,-9234.33956739,false
981,506112,12.93,1046.26565665,-9244.26522106,1042.72843153,-9254.38095951,1049.80288176,-9234.14948261,false
982,506114,13.37,1113.3576532,-9252.37617856,1108.9866347,-9259.35693483,1117.7286717,-9245.39542229,false
983,506116,15.41,930.40123783,-9559.77513339,923.05950255,-9566.84504396,937.74297311,-9552.70522282,false
984,506118,13.48,878.80949109,-8958.29217186,874.35789719,-8965.51883063,883.26108499,-8951.06551309,false
985,506119,13.07,889.94087277,-8958.39278438,885.44866138,-8965.62793465,894.43308417,-8951.15763411,false
986,506120,13.57,900.93904387,-8969.47719138,896.49876677,-8976.6987137,905.37932097,-8962.25566906,false
987,506122,13.43,944.05217931,-9010.83421612,936.84283288,-9017.64528032,951.26152575,-9004.02315192,false
988,506132,11.6,606.89684766,-9005.91839586,604.0347197,-9016.21383832,609.75897562,-8995.6229534,false
989,506133,11.75,614.48533633,-9007.05659851,611.70405105,-9017.3185601,617.2666216,-8996.79463691,false
990,506134,11.33,663.84776392,-8958.17377653,660.09192298,-8965.275345,667.60360486,-8951.07220806,false
991,506135,11.85,698.91930561,-8961.85521266,696.11879502,-8970.60187024,701.71981619,-8953.10855509,false
992,506137,11,628.23475593,-9012.01684408,623.81251039,-9020.50125207,632.65700147,-9003.53243609,false
993,506138,9.71,322.40139567,-8276.85994252,305.27699702,-8309.12722761,339.52579432,-8244.59265744,false
994,506140,10.99,517.25517137,-8492.46038389,512.10488902,-8498.80770423,522.40545372,-8486.11306355,false
995,506141,8.59,206.37836165,-8536.06507401,200.11202941,-8540.00737972,212.64469389,-8532.12276829,false
996,506148,11.37,620.86107252,-8681.52133136,613.32140703,-8687.51740596,628.40073802,-8675.52525677,false
997,506149,11.41,613.37949092,-8773.73908459,605.45870798,-8786.05339633,621.30027385,-8761.42477285,false
998,506150,12.33,632.13783328,-8772.16752939,624.15111605,-8785.09168119,640.12455052,-8759.24337759,false
999,506154,13.39,758.92124773,-8769.38960212,754.13154647,-8777.40563222,763.71094898,-8761.37357201,false
1000,506155,14.32,736.34240743,-8820.06202546,731.67093603,-8828.1235201,741.01387882,-8812.00053082,false
1001,506156,11.99,724.14891689,-8821.652378,718.91116454,-8830.78666653,729.38666924,-8812.51808947,false
1002,506162,12.42,839.56188351,-8872.91884565,836.02526236,-8877.84518865,843.09850466,-8867.99250265,false
1003,506163,12.5,829.49193665,-8873.57656831,825.87821396,-8878.29658465,833.10565933,-8868.85655198,false
1004,506164,14.36,812.0962082,-8917.03916402,806.63627273,-8924.42452975,817.55614366,-8909.65379828,false
1005,506165,11.96,843.21000609,-8915.33174584,836.7531992,-8925.04056849,849.66681297,-8905.62292319,false
1006,506166,11.8,734.11163677,-8960.55980461,728.52759334,-8966.6053486,739.6956802,-8954.51426062,false
1007,506167,10.61,747.24562301,-8959.30597232,743.13230138,-8967.55515349,751.35894463,-8951.05679115,false
1008,506168,10.93,740.8816634,-8917.96849962,735.49245319,-8925.82047592,746.27087361,-8910.11652332,false
1009,506171,10.65,711.04241906,-8772.34928249,706.07172955,-8778.14315985,716.01310857,-8766.55540514,false
1010,506172,11.79,181.74850036,-8513.32966609,177.03427108,-8518.23945341,186.46272963,-8508.41987878,false
1011,506173,14.66,512.39604777,-8409.28906757,503.04408511,-8419.70188777,521.74801044,-8398.87624737,false
1012,506174,9.75,574.76671416,-8950.9822976,568.69954456,-8959.59641796,580.83388377,-8942.36817725,false
